date,station,station_name,tmax_f,tmin_f,tavg_f,precip_in,snow_in,wind_avg_mph,wind_gust_mph,visibility_mi,weather_condition,is_precipitation,is_snow,is_fog,is_severe
2024-08-31,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,88.0,75.8,81.9,0.0,0.0,6.3,11.2,7.2,Clear,0,0,0,0
2024-09-01,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,77.5,60.0,68.7,0.0,0.0,10.8,18.0,7.9,Clear,0,0,0,0
2024-09-02,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,84.4,65.5,75.0,0.0,0.0,14.1,20.0,7.1,Clear,0,0,0,0
2024-09-03,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,89.2,59.6,74.4,0.0,0.0,12.6,18.6,8.0,Clear,0,0,0,0
2024-09-04,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,79.6,65.4,72.5,0.0,0.0,8.9,12.0,8.5,Clear,0,0,0,0
2024-09-05,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,79.4,55.9,67.7,0.06,0.0,10.1,14.9,6.1,Drizzle,1,0,0,0
2024-09-06,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,78.7,64.8,71.8,0.0,0.0,9.0,14.4,8.7,Clear,0,0,0,0
2024-09-07,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,78.7,61.4,70.0,0.43,0.0,6.2,8.9,2.5,Thunderstorm,1,0,0,1
2024-09-08,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,88.5,60.6,74.5,0.0,0.0,14.8,21.0,9.2,Clear,0,0,0,0
2024-09-09,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,83.4,60.8,72.1,0.0,0.0,5.4,9.1,7.1,Clear,0,0,0,0
2024-09-10,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,80.4,65.2,72.8,0.11,0.0,10.3,17.4,4.8,Drizzle,1,0,0,0
2024-09-11,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,81.7,63.0,72.3,0.0,0.0,7.8,10.4,7.7,Clear,0,0,0,0
2024-09-12,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,73.9,73.2,73.5,0.23,0.0,13.4,22.3,5.5,Drizzle,1,0,0,0
2024-09-13,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,82.0,69.0,75.5,2.1,0.0,10.9,18.1,2.2,Rain,1,0,0,0
2024-09-14,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,85.6,66.3,75.9,0.0,0.0,11.4,14.4,7.8,Clear,0,0,0,0
2024-09-15,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,87.0,68.3,77.6,0.0,0.0,11.7,15.6,7.1,Clear,0,0,0,0
2024-09-16,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,82.6,66.1,74.3,0.0,0.0,11.2,18.8,8.1,Clear,0,0,0,0
2024-09-17,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,86.8,60.9,73.9,0.19,0.0,9.2,12.8,3.6,Drizzle,1,0,0,0
2024-09-18,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,89.8,57.4,73.6,0.0,0.0,8.4,13.3,7.3,Clear,0,0,0,0
2024-09-19,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,83.3,65.1,74.2,0.0,0.0,12.2,18.3,10.0,Clear,0,0,0,0
2024-09-20,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,75.9,70.5,73.2,0.0,0.0,3.9,7.0,7.7,Clear,0,0,0,0
2024-09-21,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,80.3,64.8,72.5,0.0,0.0,10.9,17.3,8.1,Clear,0,0,0,0
2024-09-22,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,86.0,67.2,76.6,0.0,0.0,12.9,18.4,7.1,Clear,0,0,0,0
2024-09-23,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,87.1,64.9,76.0,0.0,0.0,8.1,12.8,9.4,Clear,0,0,0,0
2024-09-24,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,70.6,69.0,69.8,0.0,0.0,10.3,14.5,7.8,Clear,0,0,0,0
2024-09-25,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,78.5,58.0,68.2,0.0,0.0,12.3,15.8,7.3,Clear,0,0,0,0
2024-09-26,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,80.9,61.2,71.0,0.0,0.0,7.7,9.9,7.3,Clear,0,0,0,0
2024-09-27,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,79.2,60.0,69.6,0.19,0.0,12.6,19.9,4.5,Drizzle,1,0,0,0
2024-09-28,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,89.0,73.6,81.3,0.0,0.0,11.4,17.8,9.9,Clear,0,0,0,0
2024-09-29,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,88.6,68.6,78.6,0.0,0.0,11.8,21.0,9.8,Clear,0,0,0,0
2024-09-30,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,80.3,69.0,74.7,0.3,0.0,9.2,12.4,1.7,Drizzle,1,0,0,0
2024-10-01,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,83.5,60.3,71.9,0.0,0.0,8.9,13.5,8.0,Clear,0,0,0,0
2024-10-02,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,73.5,57.1,65.3,0.03,0.0,10.6,15.8,4.6,Drizzle,1,0,0,0
2024-10-03,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,72.8,48.0,60.4,0.04,0.0,11.6,18.6,6.1,Drizzle,1,0,0,0
2024-10-04,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,71.1,58.3,64.7,0.79,0.0,6.3,11.4,3.8,Rain,1,0,0,0
2024-10-05,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,71.1,51.9,61.5,0.11,0.0,7.4,9.4,1.9,Drizzle,1,0,0,0
2024-10-06,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,64.0,53.3,58.7,0.0,0.0,14.2,24.3,7.8,Clear,0,0,0,0
2024-10-07,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,67.6,58.3,62.9,0.0,0.0,9.8,13.7,8.3,Clear,0,0,0,0
2024-10-08,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,84.1,56.7,70.4,0.0,0.0,11.2,16.9,7.7,Clear,0,0,0,0
2024-10-09,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,75.8,52.1,64.0,0.0,0.0,10.8,14.5,8.9,Clear,0,0,0,0
2024-10-10,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,75.1,56.2,65.7,0.0,0.0,10.0,12.9,7.4,Clear,0,0,0,0
2024-10-11,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,60.2,63.7,61.9,0.0,0.0,10.1,14.4,8.5,Clear,0,0,0,0
2024-10-12,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,65.8,50.5,58.1,0.09,0.0,10.3,14.6,5.7,Drizzle,1,0,0,0
2024-10-13,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,68.6,47.2,57.9,0.0,0.0,8.2,12.4,8.8,Clear,0,0,0,0
2024-10-14,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,71.5,52.6,62.1,0.0,0.0,8.4,10.9,9.2,Clear,0,0,0,0
2024-10-15,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,68.4,53.8,61.1,0.3,0.0,7.7,10.5,2.8,Drizzle,1,0,0,0
2024-10-16,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,81.4,52.9,67.2,0.24,0.0,11.2,16.8,4.6,Drizzle,1,0,0,0
2024-10-17,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,79.2,55.7,67.4,0.0,0.0,6.6,11.4,7.7,Clear,0,0,0,0
2024-10-18,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,87.8,46.2,67.0,0.0,0.0,11.6,15.5,9.8,Clear,0,0,0,0
2024-10-19,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,67.1,53.9,60.5,0.0,0.0,16.0,25.9,8.8,Clear,0,0,0,0
2024-10-20,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,77.9,51.1,64.5,0.01,0.0,10.5,18.5,6.7,Drizzle,1,0,0,0
2024-10-21,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,73.9,53.0,63.4,0.0,0.0,8.0,13.0,9.2,Clear,0,0,0,0
2024-10-22,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,72.6,59.6,66.1,0.0,0.0,11.3,13.8,9.0,Clear,0,0,0,0
2024-10-23,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,71.6,51.0,61.3,0.0,0.0,10.3,14.3,9.0,Clear,0,0,0,0
2024-10-24,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,71.5,56.9,64.2,0.0,0.0,7.7,11.4,7.1,Clear,0,0,0,0
2024-10-25,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,74.4,59.2,66.8,0.0,0.0,14.1,22.6,7.3,Clear,0,0,0,0
2024-10-26,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,67.1,59.8,63.4,0.46,0.0,9.8,14.2,5.1,Rain,1,0,0,0
2024-10-27,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,72.2,59.8,66.0,0.0,0.0,11.0,19.1,8.2,Clear,0,0,0,0
2024-10-28,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,72.4,55.6,64.0,0.56,0.0,11.8,15.3,1.5,Rain,1,0,0,0
2024-10-29,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,68.8,53.1,61.0,0.0,0.0,11.5,14.8,9.2,Clear,0,0,0,0
2024-10-30,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,73.0,54.5,63.8,0.53,0.0,8.3,10.9,6.1,Rain,1,0,0,0
2024-10-31,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,76.8,58.7,67.8,0.0,0.0,11.6,19.8,9.7,Clear,0,0,0,0
2024-11-01,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,61.0,42.1,51.6,0.0,0.0,11.4,16.4,8.7,Clear,0,0,0,0
2024-11-02,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,62.7,41.9,52.3,0.29,0.0,7.2,9.4,5.7,Drizzle,1,0,0,0
2024-11-03,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,60.2,37.8,49.0,0.0,0.0,13.5,23.2,7.2,Clear,0,0,0,0
2024-11-04,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,65.4,38.3,51.9,0.16,0.0,13.2,23.0,2.1,Drizzle,1,0,0,0
2024-11-05,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,63.7,49.2,56.5,0.04,0.0,9.9,15.5,6.1,Drizzle,1,0,0,0
2024-11-06,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,53.9,37.9,45.9,0.02,0.0,15.2,26.7,5.0,Drizzle,1,0,0,0
2024-11-07,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,64.6,44.1,54.3,0.0,0.0,11.6,19.8,8.0,Clear,0,0,0,0
2024-11-08,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,65.1,45.3,55.2,0.0,0.0,13.1,18.9,8.2,Clear,0,0,0,0
2024-11-09,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,72.2,40.8,56.5,0.68,0.0,10.9,14.1,2.9,Rain,1,0,0,0
2024-11-10,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,57.8,42.0,49.9,0.2,0.0,12.6,16.7,5.1,Drizzle,1,0,0,0
2024-11-11,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,65.7,51.8,58.7,0.0,0.0,12.3,19.6,9.9,Clear,0,0,0,0
2024-11-12,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,66.4,40.4,53.4,0.0,0.0,10.8,14.4,9.8,Clear,0,0,0,0
2024-11-13,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,73.5,37.8,55.6,0.0,0.0,13.1,15.9,9.2,Clear,0,0,0,0
2024-11-14,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,54.9,37.8,46.4,0.25,0.0,4.3,5.6,6.0,Drizzle,1,0,0,0
2024-11-15,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,60.3,39.7,50.0,0.0,0.0,10.9,14.4,9.2,Clear,0,0,0,0
2024-11-16,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,69.9,43.1,56.5,0.0,0.0,12.6,19.2,8.2,Clear,0,0,0,0
2024-11-17,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,53.0,44.8,48.9,0.33,0.0,8.9,10.7,2.0,Drizzle,1,0,0,0
2024-11-18,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,65.6,41.0,53.3,0.84,0.0,12.2,17.3,4.1,Rain,1,0,0,0
2024-11-19,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,61.8,33.6,47.7,0.0,0.0,7.6,12.1,7.5,Clear,0,0,0,0
2024-11-20,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,31.0,26.0,28.5,0.3,3.2,13.0,22.7,5.4,Snow,1,1,0,1
2024-11-21,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,34.0,28.0,31.0,0.1,1.1,11.7,19.0,2.6,Snow,1,1,0,0
2024-11-22,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,62.7,50.7,56.7,0.0,0.0,10.1,15.5,7.4,Clear,0,0,0,0
2024-11-23,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,66.4,47.9,57.1,0.0,0.0,10.3,12.8,9.1,Clear,0,0,0,0
2024-11-24,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,51.9,54.5,53.2,0.07,0.0,12.5,19.8,1.6,Drizzle,1,0,0,0
2024-11-25,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,65.4,46.3,55.8,0.0,0.0,9.4,14.7,9.3,Clear,0,0,0,0
2024-11-26,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,57.4,41.7,49.5,0.0,0.0,7.4,12.1,9.6,Clear,0,0,0,0
2024-11-27,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,55.2,38.1,46.7,0.0,0.0,7.3,12.7,7.4,Clear,0,0,0,0
2024-11-28,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,64.5,52.1,58.3,0.0,0.0,8.9,15.9,1.0,Fog,0,0,1,0
2024-11-29,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,65.9,50.3,58.1,0.0,0.0,16.3,20.3,8.2,Clear,0,0,0,0
2024-11-30,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,52.4,48.8,50.6,0.0,0.0,9.0,11.6,8.0,Clear,0,0,0,0
2024-12-01,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,61.0,36.6,48.8,0.4,0.0,13.2,19.6,6.8,Rain,1,0,0,0
2024-12-02,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,59.6,36.8,48.2,0.0,0.0,12.4,15.7,8.5,Clear,0,0,0,0
2024-12-03,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,59.6,35.0,47.3,0.0,0.0,12.1,18.2,8.3,Clear,0,0,0,0
2024-12-04,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,63.1,20.4,41.8,0.0,0.0,13.6,19.1,9.9,Clear,0,0,0,0
2024-12-05,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,54.6,34.8,44.7,0.0,0.0,11.3,20.0,9.0,Clear,0,0,0,0
2024-12-06,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,48.2,31.6,39.9,0.09,0.0,10.1,12.4,2.5,Drizzle,1,0,0,0
2024-12-07,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,53.9,35.9,44.9,0.19,0.0,6.9,11.7,5.4,Drizzle,1,0,0,0
2024-12-08,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,54.6,39.4,47.0,0.0,0.0,12.4,21.1,7.5,Clear,0,0,0,0
2024-12-09,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,41.6,33.8,37.7,0.0,0.0,9.9,15.3,7.2,Clear,0,0,0,0
2024-12-10,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,48.4,33.0,40.7,0.0,0.0,9.5,16.0,10.0,Clear,0,0,0,0
2024-12-11,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,51.7,39.4,45.6,0.0,0.0,12.8,18.9,8.4,Clear,0,0,0,0
2024-12-12,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,56.4,35.7,46.1,0.0,0.0,14.3,21.4,8.8,Clear,0,0,0,0
2024-12-13,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,56.7,37.0,46.9,0.0,0.0,13.3,17.5,8.5,Clear,0,0,0,0
2024-12-14,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,50.8,34.3,42.5,0.0,0.0,8.0,11.4,9.2,Clear,0,0,0,0
2024-12-15,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,53.3,30.3,41.8,0.0,0.0,10.0,13.4,1.0,Fog,0,0,1,0
2024-12-16,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,54.9,38.8,46.8,0.0,0.0,12.0,17.4,9.1,Clear,0,0,0,0
2024-12-17,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,43.4,41.8,42.6,0.08,0.0,7.5,9.1,4.8,Drizzle,1,0,0,0
2024-12-18,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,56.1,34.4,45.2,0.0,0.0,9.2,14.8,7.3,Clear,0,0,0,0
2024-12-19,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,43.3,31.7,37.5,0.0,0.0,14.0,23.8,7.6,Clear,0,0,0,0
2024-12-20,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,50.6,47.2,48.9,0.0,0.0,8.6,13.1,10.0,Clear,0,0,0,0
2024-12-21,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,44.8,43.9,44.3,0.0,0.0,9.2,13.9,8.5,Clear,0,0,0,0
2024-12-22,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,54.7,36.5,45.6,0.0,0.0,11.9,19.5,8.9,Clear,0,0,0,0
2024-12-23,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,56.2,36.1,46.2,0.0,0.0,12.0,16.0,7.0,Clear,0,0,0,0
2024-12-24,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,57.1,38.8,48.0,0.0,0.0,6.8,9.5,9.2,Clear,0,0,0,0
2024-12-25,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,53.5,43.9,48.7,0.0,0.0,11.1,15.8,7.4,Clear,0,0,0,0
2024-12-26,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,51.3,42.7,47.0,0.0,0.0,12.4,21.2,9.4,Clear,0,0,0,0
2024-12-27,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,53.5,32.2,42.8,0.19,0.0,9.3,13.7,5.2,Drizzle,1,0,0,0
2024-12-28,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,55.4,41.0,48.2,0.0,0.0,14.1,19.7,8.4,Clear,0,0,0,0
2024-12-29,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,68.3,38.5,53.4,0.0,0.0,13.2,22.9,8.0,Clear,0,0,0,0
2024-12-30,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,46.4,35.3,40.8,0.33,0.0,8.8,14.7,3.8,Drizzle,1,0,0,0
2024-12-31,GHCND:USW00013737,NORFOLK INTL AIRPORT VA US,52.7,34.8,43.8,0.41,0.0,14.6,19.6,4.5,Rain,1,0,0,0
